Date,Visitor,G_Vis,Home,G_Home,OT Ind,Season
2010-04-17,Los Angeles Kings,3,Vancouver Canucks,2,1,playoffs2010
2010-04-17,Montreal Canadiens,5,Washington Capitals,6,1,playoffs2010
2010-04-17,Boston Bruins,5,Buffalo Sabres,3,0,playoffs2010
2010-04-18,Nashville Predators,0,Chicago Blackhawks,2,0,playoffs2010
2010-04-18,San Jose Sharks,0,Colorado Avalanche,1,1,playoffs2010
2010-04-18,Phoenix Coyotes,4,Detroit Red Wings,2,0,playoffs2010
2010-04-18,Pittsburgh Penguins,4,Ottawa Senators,2,0,playoffs2010
2010-04-18,New Jersey Devils,2,Philadelphia Flyers,3,1,playoffs2010
2010-04-19,Buffalo Sabres,1,Boston Bruins,2,0,playoffs2010
2010-04-19,Vancouver Canucks,3,Los Angeles Kings,5,0,playoffs2010
2010-04-19,Washington Capitals,5,Montreal Canadiens,1,0,playoffs2010
2010-04-20,San Jose Sharks,2,Colorado Avalanche,1,1,playoffs2010
2010-04-20,New Jersey Devils,1,Philadelphia Flyers,4,0,playoffs2010
2010-04-20,Pittsburgh Penguins,7,Ottawa Senators,4,0,playoffs2010
2010-04-20,Phoenix Coyotes,0,Detroit Red Wings,3,0,playoffs2010
2010-04-20,Chicago Blackhawks,1,Nashville Predators,4,0,playoffs2010
2010-04-21,Buffalo Sabres,2,Boston Bruins,3,0,playoffs2010
2010-04-21,Vancouver Canucks,6,Los Angeles Kings,4,0,playoffs2010
2010-04-21,Washington Capitals,6,Montreal Canadiens,3,0,playoffs2010
2010-04-22,Philadelphia Flyers,3,New Jersey Devils,0,0,playoffs2010
2010-04-22,Chicago Blackhawks,3,Nashville Predators,0,0,playoffs2010
2010-04-22,Ottawa Senators,4,Pittsburgh Penguins,3,0,playoffs2010
2010-04-22,Colorado Avalanche,0,San Jose Sharks,5,0,playoffs2010
2010-04-23,Detroit Red Wings,4,Phoenix Coyotes,1,0,playoffs2010
2010-04-23,Montreal Canadiens,2,Washington Capitals,1,0,playoffs2010
2010-04-23,Los Angeles Kings,2,Vancouver Canucks,7,0,playoffs2010
2010-04-23,Boston Bruins,1,Buffalo Sabres,4,0,playoffs2010
2010-04-24,Nashville Predators,4,Chicago Blackhawks,5,1,playoffs2010
2010-04-24,San Jose Sharks,5,Colorado Avalanche,2,0,playoffs2010
2010-04-24,Pittsburgh Penguins,4,Ottawa Senators,3,1,playoffs2010
2010-04-25,Phoenix Coyotes,5,Detroit Red Wings,2,0,playoffs2010
2010-04-25,Vancouver Canucks,4,Los Angeles Kings,2,0,playoffs2010
2010-04-26,Buffalo Sabres,3,Boston Bruins,4,0,playoffs2010
2010-04-26,Chicago Blackhawks,5,Nashville Predators,3,0,playoffs2010
2010-04-26,Washington Capitals,1,Montreal Canadiens,4,0,playoffs2010
2010-04-27,Detroit Red Wings,6,Phoenix Coyotes,1,0,playoffs2010
2010-04-28,Montreal Canadiens,2,Washington Capitals,1,0,playoffs2010
2010-04-29,Detroit Red Wings,3,San Jose Sharks,4,0,playoffs2010
2010-04-30,Montreal Canadiens,3,Pittsburgh Penguins,6,0,playoffs2010
2010-05-01,Philadelphia Flyers,4,Boston Bruins,5,1,playoffs2010
2010-05-01,Vancouver Canucks,5,Chicago Blackhawks,1,0,playoffs2010
2010-05-02,Montreal Canadiens,3,Pittsburgh Penguins,1,0,playoffs2010
2010-05-02,Detroit Red Wings,3,San Jose Sharks,4,0,playoffs2010
2010-05-03,Philadelphia Flyers,2,Boston Bruins,3,0,playoffs2010
2010-05-03,Vancouver Canucks,2,Chicago Blackhawks,4,0,playoffs2010
2010-05-04,Pittsburgh Penguins,2,Montreal Canadiens,0,0,playoffs2010
2010-05-04,San Jose Sharks,4,Detroit Red Wings,3,1,playoffs2010
2010-05-05,Boston Bruins,4,Philadelphia Flyers,1,0,playoffs2010
2010-05-05,Chicago Blackhawks,5,Vancouver Canucks,2,0,playoffs2010
2010-05-06,San Jose Sharks,1,Detroit Red Wings,7,0,playoffs2010
2010-05-06,Pittsburgh Penguins,2,Montreal Canadiens,3,0,playoffs2010
2010-05-07,Boston Bruins,4,Philadelphia Flyers,5,1,playoffs2010
2010-05-07,Chicago Blackhawks,7,Vancouver Canucks,4,0,playoffs2010
2010-05-08,Montreal Canadiens,1,Pittsburgh Penguins,2,0,playoffs2010
2010-05-08,Detroit Red Wings,1,San Jose Sharks,2,0,playoffs2010
2010-05-09,Vancouver Canucks,4,Chicago Blackhawks,1,0,playoffs2010
2010-05-10,Pittsburgh Penguins,3,Montreal Canadiens,4,0,playoffs2010
2010-05-10,Philadelphia Flyers,4,Boston Bruins,0,0,playoffs2010
2010-05-11,Chicago Blackhawks,5,Vancouver Canucks,1,0,playoffs2010
2010-05-12,Boston Bruins,1,Philadelphia Flyers,2,0,playoffs2010
2010-05-12,Montreal Canadiens,5,Pittsburgh Penguins,2,0,playoffs2010
2010-05-14,Philadelphia Flyers,4,Boston Bruins,3,0,playoffs2010
2010-05-16,Montreal Canadiens,0,Philadelphia Flyers,6,0,playoffs2010
2010-05-16,Chicago Blackhawks,2,San Jose Sharks,1,0,playoffs2010
2010-05-18,Montreal Canadiens,0,Philadelphia Flyers,3,0,playoffs2010
2010-05-18,Chicago Blackhawks,4,San Jose Sharks,2,0,playoffs2010
2010-05-20,Philadelphia Flyers,1,Montreal Canadiens,5,0,playoffs2010
2010-05-21,San Jose Sharks,2,Chicago Blackhawks,3,1,playoffs2010
2010-05-22,Philadelphia Flyers,3,Montreal Canadiens,0,0,playoffs2010
2010-05-23,San Jose Sharks,2,Chicago Blackhawks,4,0,playoffs2010
2010-05-24,Montreal Canadiens,2,Philadelphia Flyers,4,0,playoffs2010
2010-05-29,Philadelphia Flyers,5,Chicago Blackhawks,6,0,playoffs2010
2010-05-31,Philadelphia Flyers,1,Chicago Blackhawks,2,0,playoffs2010
2010-06-02,Chicago Blackhawks,3,Philadelphia Flyers,4,1,playoffs2010
2010-06-04,Chicago Blackhawks,3,Philadelphia Flyers,5,0,playoffs2010
2010-06-06,Philadelphia Flyers,4,Chicago Blackhawks,7,0,playoffs2010
2010-06-09,Chicago Blackhawks,4,Philadelphia Flyers,3,1,playoffs2010
2011-04-13,Phoenix Coyotes,2,Detroit Red Wings,4,0,playoffs2011
2011-04-13,Nashville Predators,4,Anaheim Ducks,1,0,playoffs2011
2011-04-13,New York Rangers,1,Washington Capitals,2,1,playoffs2011
2011-04-13,Tampa Bay Lightning,0,Pittsburgh Penguins,3,0,playoffs2011
2011-04-13,Chicago Blackhawks,0,Vancouver Canucks,2,0,playoffs2011
2011-04-14,Montreal Canadiens,2,Boston Bruins,0,0,playoffs2011
2011-04-14,Buffalo Sabres,1,Philadelphia Flyers,0,0,playoffs2011
2011-04-14,Los Angeles Kings,2,San Jose Sharks,3,1,playoffs2011
2011-04-15,Nashville Predators,3,Anaheim Ducks,5,0,playoffs2011
2011-04-15,Tampa Bay Lightning,5,Pittsburgh Penguins,1,0,playoffs2011
2011-04-15,Chicago Blackhawks,3,Vancouver Canucks,4,0,playoffs2011
2011-04-15,New York Rangers,0,Washington Capitals,2,0,playoffs2011
2011-04-16,Phoenix Coyotes,3,Detroit Red Wings,4,0,playoffs2011
2011-04-16,Los Angeles Kings,4,San Jose Sharks,0,0,playoffs2011
2011-04-16,Buffalo Sabres,4,Philadelphia Flyers,5,0,playoffs2011
2011-04-16,Montreal Canadiens,3,Boston Bruins,1,0,playoffs2011
2011-04-17,Vancouver Canucks,3,Chicago Blackhawks,2,0,playoffs2011
2011-04-17,Anaheim Ducks,3,Nashville Predators,4,0,playoffs2011
2011-04-17,Washington Capitals,2,New York Rangers,3,0,playoffs2011
2011-04-18,Philadelphia Flyers,4,Buffalo Sabres,2,0,playoffs2011
2011-04-18,Boston Bruins,4,Montreal Canadiens,2,0,playoffs2011
2011-04-18,Detroit Red Wings,4,Phoenix Coyotes,2,0,playoffs2011
2011-04-18,Pittsburgh Penguins,3,Tampa Bay Lightning,2,0,playoffs2011
2011-04-19,Vancouver Canucks,2,Chicago Blackhawks,7,0,playoffs2011
2011-04-19,San Jose Sharks,6,Los Angeles Kings,5,1,playoffs2011
2011-04-20,Philadelphia Flyers,0,Buffalo Sabres,1,0,playoffs2011
2011-04-20,Anaheim Ducks,6,Nashville Predators,3,0,playoffs2011
2011-04-20,Washington Capitals,4,New York Rangers,3,0,playoffs2011
2011-04-20,Detroit Red Wings,6,Phoenix Coyotes,3,0,playoffs2011
2011-04-20,Pittsburgh Penguins,3,Tampa Bay Lightning,2,0,playoffs2011
2011-04-21,San Jose Sharks,6,Los Angeles Kings,3,0,playoffs2011
2011-04-21,Boston Bruins,5,Montreal Canadiens,4,1,playoffs2011
2011-04-21,Chicago Blackhawks,5,Vancouver Canucks,0,0,playoffs2011
2011-04-22,Nashville Predators,4,Anaheim Ducks,3,1,playoffs2011
2011-04-22,Buffalo Sabres,4,Philadelphia Flyers,3,1,playoffs2011
2011-04-23,Montreal Canadiens,1,Boston Bruins,2,0,playoffs2011
2011-04-23,New York Rangers,1,Washington Capitals,3,0,playoffs2011
2011-04-23,Los Angeles Kings,3,San Jose Sharks,1,0,playoffs2011
2011-04-23,Tampa Bay Lightning,8,Pittsburgh Penguins,2,0,playoffs2011
2011-04-24,Philadelphia Flyers,5,Buffalo Sabres,4,1,playoffs2011
2011-04-24,Vancouver Canucks,3,Chicago Blackhawks,4,1,playoffs2011
2011-04-24,Anaheim Ducks,2,Nashville Predators,4,0,playoffs2011
2011-04-25,San Jose Sharks,4,Los Angeles Kings,3,1,playoffs2011
2011-04-25,Pittsburgh Penguins,2,Tampa Bay Lightning,4,0,playoffs2011
2011-04-26,Boston Bruins,1,Montreal Canadiens,2,0,playoffs2011
2011-04-26,Chicago Blackhawks,1,Vancouver Canucks,2,1,playoffs2011
2011-04-26,Buffalo Sabres,2,Philadelphia Flyers,5,0,playoffs2011
2011-04-27,Montreal Canadiens,3,Boston Bruins,4,1,playoffs2011
2011-04-27,Tampa Bay Lightning,1,Pittsburgh Penguins,0,0,playoffs2011
2011-04-28,Nashville Predators,0,Vancouver Canucks,1,0,playoffs2011
2011-04-29,Detroit Red Wings,1,San Jose Sharks,2,1,playoffs2011
2011-04-29,Tampa Bay Lightning,4,Washington Capitals,2,0,playoffs2011
2011-04-30,Boston Bruins,7,Philadelphia Flyers,3,0,playoffs2011
2011-04-30,Nashville Predators,2,Vancouver Canucks,1,0,playoffs2011
2011-05-01,Detroit Red Wings,1,San Jose Sharks,2,0,playoffs2011
2011-05-01,Tampa Bay Lightning,3,Washington Capitals,2,1,playoffs2011
2011-05-02,Boston Bruins,3,Philadelphia Flyers,2,1,playoffs2011
2011-05-03,Washington Capitals,3,Tampa Bay Lightning,4,0,playoffs2011
2011-05-03,Vancouver Canucks,3,Nashville Predators,2,1,playoffs2011
2011-05-04,Philadelphia Flyers,1,Boston Bruins,5,0,playoffs2011
2011-05-04,San Jose Sharks,4,Detroit Red Wings,3,1,playoffs2011
2011-05-04,Washington Capitals,3,Tampa Bay Lightning,5,0,playoffs2011
2011-05-05,Vancouver Canucks,4,Nashville Predators,2,0,playoffs2011
2011-05-06,Philadelphia Flyers,1,Boston Bruins,5,0,playoffs2011
2011-05-06,San Jose Sharks,3,Detroit Red Wings,4,0,playoffs2011
2011-05-07,Nashville Predators,4,Vancouver Canucks,3,0,playoffs2011
2011-05-08,Detroit Red Wings,4,San Jose Sharks,3,0,playoffs2011
2011-05-09,Vancouver Canucks,2,Nashville Predators,1,0,playoffs2011
2011-05-10,San Jose Sharks,1,Detroit Red Wings,3,0,playoffs2011
2011-05-12,Detroit Red Wings,2,San Jose Sharks,3,0,playoffs2011
2011-05-14,Tampa Bay Lightning,5,Boston Bruins,2,0,playoffs2011
2011-05-15,San Jose Sharks,2,Vancouver Canucks,3,0,playoffs2011
2011-05-17,Tampa Bay Lightning,5,Boston Bruins,6,0,playoffs2011
2011-05-18,San Jose Sharks,3,Vancouver Canucks,7,0,playoffs2011
2011-05-19,Boston Bruins,2,Tampa Bay Lightning,0,0,playoffs2011
2011-05-20,Vancouver Canucks,3,San Jose Sharks,4,0,playoffs2011
2011-05-21,Boston Bruins,3,Tampa Bay Lightning,5,0,playoffs2011
2011-05-22,Vancouver Canucks,4,San Jose Sharks,2,0,playoffs2011
2011-05-23,Tampa Bay Lightning,1,Boston Bruins,3,0,playoffs2011
2011-05-24,San Jose Sharks,2,Vancouver Canucks,3,0,playoffs2011
2011-05-25,Boston Bruins,4,Tampa Bay Lightning,5,0,playoffs2011
2011-05-27,Tampa Bay Lightning,0,Boston Bruins,1,0,playoffs2011
2011-06-01,Boston Bruins,0,Vancouver Canucks,1,0,playoffs2011
2011-06-04,Boston Bruins,2,Vancouver Canucks,3,1,playoffs2011
2011-06-06,Vancouver Canucks,1,Boston Bruins,8,0,playoffs2011
2011-06-08,Vancouver Canucks,0,Boston Bruins,4,0,playoffs2011
2011-06-10,Boston Bruins,0,Vancouver Canucks,1,0,playoffs2011
2011-06-13,Vancouver Canucks,2,Boston Bruins,5,0,playoffs2011
2011-06-15,Boston Bruins,4,Vancouver Canucks,0,0,playoffs2011
2012-04-11,Philadelphia Flyers,4,Pittsburgh Penguins,3,1,playoffs2012
2012-04-11,Detroit Red Wings,2,Nashville Predators,3,0,playoffs2012
2012-04-11,Los Angeles Kings,4,Vancouver Canucks,2,0,playoffs2012
2012-04-12,Washington Capitals,0,Boston Bruins,1,1,playoffs2012
2012-04-12,Ottawa Senators,2,New York Rangers,4,0,playoffs2012
2012-04-12,Chicago Blackhawks,2,Phoenix Coyotes,3,1,playoffs2012
2012-04-12,San Jose Sharks,3,St. Louis Blues,2,0,playoffs2012
2012-04-13,New Jersey Devils,3,Florida Panthers,2,0,playoffs2012
2012-04-13,Detroit Red Wings,3,Nashville Predators,2,0,playoffs2012
2012-04-13,Philadelphia Flyers,8,Pittsburgh Penguins,5,0,playoffs2012
2012-04-13,Los Angeles Kings,4,Vancouver Canucks,2,0,playoffs2012
2012-04-14,Chicago Blackhawks,4,Phoenix Coyotes,3,1,playoffs2012
2012-04-14,San Jose Sharks,0,St. Louis Blues,3,0,playoffs2012
2012-04-14,Ottawa Senators,3,New York Rangers,2,1,playoffs2012
2012-04-14,Washington Capitals,2,Boston Bruins,1,0,playoffs2012
2012-04-15,Nashville Predators,3,Detroit Red Wings,2,0,playoffs2012
2012-04-15,New Jersey Devils,2,Florida Panthers,4,0,playoffs2012
2012-04-15,Vancouver Canucks,0,Los Angeles Kings,1,0,playoffs2012
2012-04-15,Pittsburgh Penguins,4,Philadelphia Flyers,8,0,playoffs2012
2012-04-16,New York Rangers,1,Ottawa Senators,0,0,playoffs2012
2012-04-16,St. Louis Blues,4,San Jose Sharks,3,0,playoffs2012
2012-04-16,Boston Bruins,4,Washington Capitals,3,0,playoffs2012
2012-04-17,Phoenix Coyotes,3,Chicago Blackhawks,2,1,playoffs2012
2012-04-17,Florida Panthers,4,New Jersey Devils,3,0,playoffs2012
2012-04-17,Nashville Predators,3,Detroit Red Wings,1,0,playoffs2012
2012-04-18,Vancouver Canucks,3,Los Angeles Kings,1,0,playoffs2012
2012-04-18,New York Rangers,2,Ottawa Senators,3,1,playoffs2012
2012-04-18,Pittsburgh Penguins,10,Philadelphia Flyers,3,0,playoffs2012
2012-04-19,Phoenix Coyotes,3,Chicago Blackhawks,2,1,playoffs2012
2012-04-19,Florida Panthers,0,New Jersey Devils,4,0,playoffs2012
2012-04-19,St. Louis Blues,2,San Jose Sharks,1,0,playoffs2012
2012-04-19,Boston Bruins,1,Washington Capitals,2,0,playoffs2012
2012-04-20,Philadelphia Flyers,2,Pittsburgh Penguins,3,0,playoffs2012
2012-04-20,Detroit Red Wings,1,Nashville Predators,2,0,playoffs2012
2012-04-21,Washington Capitals,4,Boston Bruins,3,0,playoffs2012
2012-04-21,New Jersey Devils,0,Florida Panthers,3,0,playoffs2012
2012-04-21,Ottawa Senators,2,New York Rangers,0,0,playoffs2012
2012-04-21,Chicago Blackhawks,2,Phoenix Coyotes,1,1,playoffs2012
2012-04-21,San Jose Sharks,1,St. Louis Blues,3,0,playoffs2012
2012-04-22,Pittsburgh Penguins,1,Philadelphia Flyers,5,0,playoffs2012
2012-04-22,Los Angeles Kings,2,Vancouver Canucks,1,1,playoffs2012
2012-04-22,Boston Bruins,4,Washington Capitals,3,1,playoffs2012
2012-04-23,New York Rangers,3,Ottawa Senators,2,0,playoffs2012
2012-04-23,Phoenix Coyotes,4,Chicago Blackhawks,0,0,playoffs2012
2012-04-24,Florida Panthers,2,New Jersey Devils,3,1,playoffs2012
2012-04-25,Washington Capitals,2,Boston Bruins,1,1,playoffs2012
2012-04-26,New Jersey Devils,3,Florida Panthers,2,0,playoffs2012
2012-04-26,Ottawa Senators,1,New York Rangers,2,0,playoffs2012
2012-04-27,Nashville Predators,3,Phoenix Coyotes,4,1,playoffs2012
2012-04-28,Washington Capitals,1,New York Rangers,3,0,playoffs2012
2012-04-28,Los Angeles Kings,3,St. Louis Blues,1,0,playoffs2012
2012-04-29,New Jersey Devils,3,Philadelphia Flyers,4,1,playoffs2012
2012-04-29,Nashville Predators,3,Phoenix Coyotes,5,0,playoffs2012
2012-04-30,Washington Capitals,3,New York Rangers,2,0,playoffs2012
2012-04-30,Los Angeles Kings,5,St. Louis Blues,2,0,playoffs2012
2012-05-01,New Jersey Devils,4,Philadelphia Flyers,1,0,playoffs2012
2012-05-02,Phoenix Coyotes,0,Nashville Predators,2,0,playoffs2012
2012-05-02,New York Rangers,2,Washington Capitals,1,0,playoffs2012
2012-05-03,St. Louis Blues,2,Los Angeles Kings,4,0,playoffs2012
2012-05-03,Philadelphia Flyers,3,New Jersey Devils,4,1,playoffs2012
2012-05-04,Phoenix Coyotes,1,Nashville Predators,0,0,playoffs2012
2012-05-05,New York Rangers,2,Washington Capitals,3,0,playoffs2012
2012-05-06,St. Louis Blues,1,Los Angeles Kings,3,0,playoffs2012
2012-05-06,Philadelphia Flyers,2,New Jersey Devils,4,0,playoffs2012
2012-05-07,Washington Capitals,2,New York Rangers,3,1,playoffs2012
2012-05-07,Nashville Predators,1,Phoenix Coyotes,2,0,playoffs2012
2012-05-08,New Jersey Devils,3,Philadelphia Flyers,1,0,playoffs2012
2012-05-09,New York Rangers,1,Washington Capitals,2,0,playoffs2012
2012-05-12,Washington Capitals,1,New York Rangers,2,0,playoffs2012
2012-05-13,Los Angeles Kings,4,Phoenix Coyotes,2,0,playoffs2012
2012-05-14,New Jersey Devils,0,New York Rangers,3,0,playoffs2012
2012-05-15,Los Angeles Kings,4,Phoenix Coyotes,0,0,playoffs2012
2012-05-16,New Jersey Devils,3,New York Rangers,2,0,playoffs2012
2012-05-17,Phoenix Coyotes,1,Los Angeles Kings,2,0,playoffs2012
2012-05-19,New York Rangers,3,New Jersey Devils,0,0,playoffs2012
2012-05-20,Phoenix Coyotes,2,Los Angeles Kings,0,0,playoffs2012
2012-05-21,New York Rangers,1,New Jersey Devils,4,0,playoffs2012
2012-05-22,Los Angeles Kings,4,Phoenix Coyotes,3,1,playoffs2012
2012-05-23,New Jersey Devils,5,New York Rangers,3,0,playoffs2012
2012-05-25,New York Rangers,2,New Jersey Devils,3,1,playoffs2012
2012-05-30,Los Angeles Kings,2,New Jersey Devils,1,1,playoffs2012
2012-06-02,Los Angeles Kings,2,New Jersey Devils,1,1,playoffs2012
2012-06-04,New Jersey Devils,0,Los Angeles Kings,4,0,playoffs2012
2012-06-06,New Jersey Devils,3,Los Angeles Kings,1,0,playoffs2012
2012-06-09,Los Angeles Kings,1,New Jersey Devils,2,0,playoffs2012
2012-06-11,New Jersey Devils,1,Los Angeles Kings,6,0,playoffs2012
2013-04-30,Minnesota Wild,1,Chicago Blackhawks,2,1,playoffs2013
2013-04-30,Detroit Red Wings,1,Anaheim Ducks,3,0,playoffs2013
2013-04-30,Los Angeles Kings,1,St. Louis Blues,2,1,playoffs2013
2013-05-01,Toronto Maple Leafs,1,Boston Bruins,4,0,playoffs2013
2013-05-01,San Jose Sharks,3,Vancouver Canucks,1,0,playoffs2013
2013-05-01,New York Islanders,0,Pittsburgh Penguins,5,0,playoffs2013
2013-05-02,Detroit Red Wings,5,Anaheim Ducks,4,1,playoffs2013
2013-05-02,Ottawa Senators,4,Montreal Canadiens,2,0,playoffs2013
2013-05-02,Los Angeles Kings,1,St. Louis Blues,2,0,playoffs2013
2013-05-02,New York Rangers,1,Washington Capitals,3,0,playoffs2013
2013-05-03,Minnesota Wild,2,Chicago Blackhawks,5,0,playoffs2013
2013-05-03,Ottawa Senators,1,Montreal Canadiens,3,0,playoffs2013
2013-05-03,New York Islanders,4,Pittsburgh Penguins,3,0,playoffs2013
2013-05-03,San Jose Sharks,3,Vancouver Canucks,2,1,playoffs2013
2013-05-04,Toronto Maple Leafs,4,Boston Bruins,2,0,playoffs2013
2013-05-04,New York Rangers,0,Washington Capitals,1,1,playoffs2013
2013-05-04,St. Louis Blues,0,Los Angeles Kings,1,0,playoffs2013
2013-05-04,Anaheim Ducks,4,Detroit Red Wings,0,0,playoffs2013
2013-05-05,Chicago Blackhawks,2,Minnesota Wild,3,1,playoffs2013
2013-05-05,Pittsburgh Penguins,5,New York Islanders,4,1,playoffs2013
2013-05-05,Montreal Canadiens,1,Ottawa Senators,6,0,playoffs2013
2013-05-05,Vancouver Canucks,2,San Jose Sharks,5,0,playoffs2013
2013-05-06,Boston Bruins,5,Toronto Maple Leafs,2,0,playoffs2013
2013-05-06,St. Louis Blues,3,Los Angeles Kings,4,0,playoffs2013
2013-05-06,Anaheim Ducks,2,Detroit Red Wings,3,1,playoffs2013
2013-05-06,Washington Capitals,3,New York Rangers,4,0,playoffs2013
2013-05-07,Chicago Blackhawks,3,Minnesota Wild,0,0,playoffs2013
2013-05-07,Pittsburgh Penguins,4,New York Islanders,6,0,playoffs2013
2013-05-07,Montreal Canadiens,2,Ottawa Senators,3,1,playoffs2013
2013-05-07,Vancouver Canucks,3,San Jose Sharks,4,1,playoffs2013
2013-05-08,Detroit Red Wings,2,Anaheim Ducks,3,1,playoffs2013
2013-05-08,Washington Capitals,3,New York Rangers,4,0,playoffs2013
2013-05-08,Los Angeles Kings,3,St. Louis Blues,2,1,playoffs2013
2013-05-08,Boston Bruins,4,Toronto Maple Leafs,3,1,playoffs2013
2013-05-09,Minnesota Wild,1,Chicago Blackhawks,5,0,playoffs2013
2013-05-09,New York Islanders,0,Pittsburgh Penguins,4,0,playoffs2013
2013-05-09,Ottawa Senators,6,Montreal Canadiens,1,0,playoffs2013
2013-05-10,Toronto Maple Leafs,2,Boston Bruins,1,0,playoffs2013
2013-05-10,Anaheim Ducks,3,Detroit Red Wings,4,1,playoffs2013
2013-05-10,St. Louis Blues,1,Los Angeles Kings,2,0,playoffs2013
2013-05-10,New York Rangers,1,Washington Capitals,2,1,playoffs2013
2013-05-11,Pittsburgh Penguins,4,New York Islanders,3,1,playoffs2013
2013-05-12,Boston Bruins,1,Toronto Maple Leafs,2,0,playoffs2013
2013-05-12,Washington Capitals,0,New York Rangers,1,0,playoffs2013
2013-05-12,Detroit Red Wings,3,Anaheim Ducks,2,0,playoffs2013
2013-05-13,Toronto Maple Leafs,4,Boston Bruins,5,1,playoffs2013
2013-05-13,New York Rangers,5,Washington Capitals,0,0,playoffs2013
2013-05-14,San Jose Sharks,0,Los Angeles Kings,2,0,playoffs2013
2013-05-14,Ottawa Senators,1,Pittsburgh Penguins,4,0,playoffs2013
2013-05-15,Detroit Red Wings,1,Chicago Blackhawks,4,0,playoffs2013
2013-05-16,New York Rangers,2,Boston Bruins,3,1,playoffs2013
2013-05-16,San Jose Sharks,3,Los Angeles Kings,4,0,playoffs2013
2013-05-17,Ottawa Senators,3,Pittsburgh Penguins,4,0,playoffs2013
2013-05-18,Detroit Red Wings,4,Chicago Blackhawks,1,0,playoffs2013
2013-05-18,Los Angeles Kings,1,San Jose Sharks,2,1,playoffs2013
2013-05-19,Pittsburgh Penguins,1,Ottawa Senators,2,0,playoffs2013
2013-05-19,New York Rangers,2,Boston Bruins,5,0,playoffs2013
2013-05-20,Chicago Blackhawks,1,Detroit Red Wings,3,0,playoffs2013
2013-05-21,Boston Bruins,2,New York Rangers,1,0,playoffs2013
2013-05-21,Los Angeles Kings,1,San Jose Sharks,2,0,playoffs2013
2013-05-22,Pittsburgh Penguins,7,Ottawa Senators,3,0,playoffs2013
2013-05-23,Chicago Blackhawks,0,Detroit Red Wings,2,0,playoffs2013
2013-05-23,San Jose Sharks,0,Los Angeles Kings,3,0,playoffs2013
2013-05-23,Boston Bruins,3,New York Rangers,4,1,playoffs2013
2013-05-24,Ottawa Senators,2,Pittsburgh Penguins,6,0,playoffs2013
2013-05-25,New York Rangers,1,Boston Bruins,3,0,playoffs2013
2013-05-25,Detroit Red Wings,1,Chicago Blackhawks,4,0,playoffs2013
2013-05-26,Los Angeles Kings,1,San Jose Sharks,2,0,playoffs2013
2013-05-27,Chicago Blackhawks,4,Detroit Red Wings,3,0,playoffs2013
2013-05-28,San Jose Sharks,1,Los Angeles Kings,2,0,playoffs2013
2013-05-29,Detroit Red Wings,1,Chicago Blackhawks,2,1,playoffs2013
2013-06-01,Los Angeles Kings,1,Chicago Blackhawks,2,0,playoffs2013
2013-06-01,Boston Bruins,3,Pittsburgh Penguins,0,0,playoffs2013
2013-06-02,Los Angeles Kings,2,Chicago Blackhawks,4,0,playoffs2013
2013-06-03,Boston Bruins,6,Pittsburgh Penguins,1,0,playoffs2013
2013-06-04,Chicago Blackhawks,1,Los Angeles Kings,3,0,playoffs2013
2013-06-05,Pittsburgh Penguins,1,Boston Bruins,2,0,playoffs2013
2013-06-06,Chicago Blackhawks,3,Los Angeles Kings,2,0,playoffs2013
2013-06-07,Pittsburgh Penguins,0,Boston Bruins,1,0,playoffs2013
2013-06-08,Los Angeles Kings,3,Chicago Blackhawks,4,0,playoffs2013
2013-06-12,Boston Bruins,3,Chicago Blackhawks,4,0,playoffs2013
2013-06-15,Boston Bruins,2,Chicago Blackhawks,1,1,playoffs2013
2013-06-17,Chicago Blackhawks,0,Boston Bruins,2,0,playoffs2013
2013-06-19,Chicago Blackhawks,6,Boston Bruins,5,1,playoffs2013
2013-06-22,Boston Bruins,1,Chicago Blackhawks,3,0,playoffs2013
2013-06-24,Chicago Blackhawks,3,Boston Bruins,2,0,playoffs2013
2014-04-16,Columbus Blue Jackets,3,Pittsburgh Penguins,4,0,playoffs2014
2014-04-16,Dallas Stars,3,Anaheim Ducks,4,0,playoffs2014
2014-04-16,Montreal Canadiens,5,Tampa Bay Lightning,4,1,playoffs2014
2014-04-17,Minnesota Wild,4,Colorado Avalanche,5,1,playoffs2014
2014-04-17,Philadelphia Flyers,1,New York Rangers,4,0,playoffs2014
2014-04-17,Los Angeles Kings,3,San Jose Sharks,6,0,playoffs2014
2014-04-17,Chicago Blackhawks,3,St. Louis Blues,4,0,playoffs2014
2014-04-18,Dallas Stars,2,Anaheim Ducks,3,0,playoffs2014
2014-04-18,Detroit Red Wings,1,Boston Bruins,0,0,playoffs2014
2014-04-18,Montreal Canadiens,4,Tampa Bay Lightning,1,0,playoffs2014
2014-04-19,Chicago Blackhawks,3,St. Louis Blues,4,1,playoffs2014
2014-04-19,Columbus Blue Jackets,4,Pittsburgh Penguins,3,0,playoffs2014
2014-04-19,Minnesota Wild,2,Colorado Avalanche,4,0,playoffs2014
2014-04-20,Detroit Red Wings,1,Boston Bruins,4,0,playoffs2014
2014-04-20,Tampa Bay Lightning,2,Montreal Canadiens,3,0,playoffs2014
2014-04-20,Philadelphia Flyers,4,New York Rangers,2,0,playoffs2014
2014-04-20,Los Angeles Kings,2,San Jose Sharks,7,0,playoffs2014
